Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/neovim/neovim,neovim,0,24864,1790,24864
2017-11-11,https://api.github.com/repos/neovim/neovim,neovim,7156,24877,1794,24877
2017-11-12,https://api.github.com/repos/neovim/neovim,neovim,7156,24877,1794,24877
