Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/AdExBlockchain/adex-core,adex-core,0,24,8,24
2017-11-11,https://api.github.com/repos/AdExBlockchain/adex-core,adex-core,0,25,8,25
2017-11-12,https://api.github.com/repos/AdExBlockchain/adex-core,adex-core,151,25,8,25
