Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/digibyte/digibyte,digibyte,0,128,61,128
2017-11-11,https://api.github.com/repos/digibyte/digibyte,digibyte,0,127,61,127
2017-11-12,https://api.github.com/repos/digibyte/digibyte,digibyte,6823,127,61,127
