Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/ethereum/go-ethereum,go-ethereum,6467,8747,2718,8747
2017-11-11,https://api.github.com/repos/ethereum/go-ethereum,go-ethereum,6467,8790,2736,8790
2017-11-12,https://api.github.com/repos/ethereum/go-ethereum,go-ethereum,6467,8791,2736,8791
