Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/bitcoinxt/bitcoinxt,bitcoinxt,4848,358,119,358
2017-11-11,https://api.github.com/repos/bitcoinxt/bitcoinxt,bitcoinxt,4848,361,121,361
2017-11-12,https://api.github.com/repos/bitcoinxt/bitcoinxt,bitcoinxt,4848,361,121,361
