Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/brave-intl/basic-attention-token-crowdsale,basic-attention-token-crowdsale,0,85,24,85
2017-11-11,https://api.github.com/repos/brave-intl/basic-attention-token-crowdsale,basic-attention-token-crowdsale,0,85,24,85
2017-11-12,https://api.github.com/repos/brave-intl/basic-attention-token-crowdsale,basic-attention-token-crowdsale,22,85,24,85
