Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/github/government.github.com,government.github.com,0,474,487,474
2017-11-11,https://api.github.com/repos/github/government.github.com,government.github.com,0,476,487,476
2017-11-12,https://api.github.com/repos/github/government.github.com,government.github.com,928,476,487,476
