Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/EdgelessCasino/Smart-Contracts,Smart-Contracts,0,20,7,20
2017-11-11,https://api.github.com/repos/EdgelessCasino/Smart-Contracts,Smart-Contracts,0,21,7,21
2017-11-12,https://api.github.com/repos/EdgelessCasino/Smart-Contracts,Smart-Contracts,17,21,7,21
