Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/minexcoin/minexcoin,minexcoin,25,6,11,6
2017-11-11,https://api.github.com/repos/minexcoin/minexcoin,minexcoin,0,6,12,6
2017-11-12,https://api.github.com/repos/minexcoin/minexcoin,minexcoin,25,6,12,6
