Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/golemfactory/golem,golem,2734,1672,163,1672
2017-11-11,https://api.github.com/repos/golemfactory/golem,golem,2734,1676,163,1676
2017-11-12,https://api.github.com/repos/golemfactory/golem,golem,2734,1676,163,1676
