Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/bancorprotocol/contracts,contracts,633,284,88,284
2017-11-11,https://api.github.com/repos/bancorprotocol/contracts,contracts,633,284,88,284
2017-11-12,https://api.github.com/repos/bancorprotocol/contracts,contracts,633,284,88,284
