Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/monacoinproject/monacoin,monacoin,0,105,38,105
2017-11-11,https://api.github.com/repos/monacoinproject/monacoin,monacoin,6892,105,38,105
2017-11-12,https://api.github.com/repos/monacoinproject/monacoin,monacoin,6892,105,38,105
