Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/EOSIO/eos,eos,973,1374,314,1374
2017-11-11,https://api.github.com/repos/EOSIO/eos,eos,973,1380,318,1380
2017-11-12,https://api.github.com/repos/EOSIO/eos,eos,973,1380,318,1380
