Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/traex/RippleEffect,RippleEffect,0,4486,1081,4486
2017-11-11,https://api.github.com/repos/traex/RippleEffect,RippleEffect,0,4486,1080,4486
2017-11-12,https://api.github.com/repos/traex/RippleEffect,RippleEffect,54,4486,1080,4486
