Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/rangle/augury,augury,0,1359,131,1359
2017-11-11,https://api.github.com/repos/rangle/augury,augury,0,1361,131,1361
2017-11-12,https://api.github.com/repos/rangle/augury,augury,610,1361,131,1361
