Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/HubSpot/tether,tether,0,7690,752,7690
2017-11-11,https://api.github.com/repos/HubSpot/tether,tether,0,7691,754,7691
2017-11-12,https://api.github.com/repos/HubSpot/tether,tether,384,7691,754,7691
