Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/electroneum/electroneum-pool,electroneum-pool,184,28,23,28
2017-11-11,https://api.github.com/repos/electroneum/electroneum-pool,electroneum-pool,184,30,27,30
2017-11-12,https://api.github.com/repos/electroneum/electroneum-pool,electroneum-pool,184,30,27,30
