Date,URL,Repository name,Commits,Forks,Watchers,Stars
2017-11-10,https://api.github.com/repos/videojs/video.js,video.js,0,18158,5061,18158
2017-11-11,https://api.github.com/repos/videojs/video.js,video.js,2233,18170,5064,18170
2017-11-12,https://api.github.com/repos/videojs/video.js,video.js,2233,18170,5064,18170
